,location,total_sqft,bath,price,bhk
672,Banashankari,1200.0,2.0,49.0,2
673,Banashankari,1185.0,2.0,67.0,2
674,Banashankari,1000.0,2.0,50.0,2
675,Banashankari,1650.0,3.0,90.75,3
677,Banashankari,1310.0,2.0,80.43,2
678,Banashankari,600.0,1.0,27.0,2
679,Banashankari,1430.0,2.0,87.8,2
680,Banashankari,1020.0,2.0,42.83,2
682,Banashankari,1540.0,3.0,80.0,3
683,Banashankari,1683.0,3.0,115.0,3
684,Banashankari,1800.0,3.0,125.0,3
685,Banashankari,1175.0,2.0,41.13,2
687,Banashankari,1450.0,2.0,50.75,2
688,Banashankari,1770.0,3.0,108.0,3
692,Banashankari,1200.0,3.0,74.52,3
693,Banashankari,1100.0,2.0,63.0,2
697,Banashankari,1426.0,3.0,85.0,3
698,Banashankari Stage Ii,1700.0,2.0,150.0,2
699,Banashankari Stage Ii,1200.0,2.0,150.0,4
700,Banashankari Stage Ii,1500.0,2.0,120.0,3
701,Banashankari Stage Ii,2400.0,3.0,510.0,5
702,Banashankari Stage Ii,1240.0,2.0,59.52,3
703,Banashankari Stage Ii,1250.0,2.0,110.0,2
704,Banashankari Stage Ii,1260.0,2.0,95.0,3
705,Banashankari Stage Ii,2400.0,2.0,300.0,3
706,Banashankari Stage Ii,1400.0,2.0,100.0,2
707,Banashankari Stage Ii,2800.0,3.0,425.0,5
708,Banashankari Stage Ii,3000.0,3.0,450.0,3
709,Banashankari Stage Ii,1200.0,2.0,198.0,3
710,Banashankari Stage Ii,1245.0,2.0,125.0,2
711,Banashankari Stage Iii,1305.0,2.0,58.7,3
712,Banashankari Stage Iii,1145.0,2.0,58.4,2
713,Banashankari Stage Iii,1650.0,3.0,118.0,3
714,Banashankari Stage Iii,2400.0,4.0,240.0,4
715,Banashankari Stage Iii,1350.0,2.0,68.0,3
717,Banashankari Stage Iii,1305.0,2.0,59.0,3
718,Banashankari Stage Iii,1305.0,2.0,60.0,3
719,Banashankari Stage Iii,1200.0,2.0,42.0,2
721,Banashankari Stage Iii,1480.0,3.0,75.48,3
723,Banashankari Stage Iii,1304.0,2.0,111.0,2
724,Banashankari Stage Iii,3000.0,6.0,150.0,6
725,Banashankari Stage Iii,1085.0,2.0,50.0,2
726,Banashankari Stage Iii,1500.0,2.0,100.0,3
727,Banashankari Stage Iii,2100.0,3.0,147.0,4
728,Banashankari Stage Iii,1420.0,2.0,95.0,3
729,Banashankari Stage V,1300.0,2.0,58.5,3
730,Banashankari Stage V,1305.0,2.0,49.0,3
731,Banashankari Stage V,1035.0,2.0,35.77,2
732,Banashankari Stage V,1355.0,2.0,61.0,3
733,Banashankari Stage V,1510.0,3.0,47.57,3
734,Banashankari Stage V,1650.0,3.0,51.98,3
735,Banashankari Stage V,1630.0,3.0,51.35,3
737,Banashankari Stage V,1315.0,2.0,49.0,3
738,Banashankari Stage V,1540.0,3.0,48.51,3
739,Banashankari Stage V,920.0,2.0,41.5,2
740,Banashankari Stage Vi,1177.5,2.0,59.935,2
741,Banashankari Stage Vi,4800.0,4.0,190.0,4
742,Banashankari Stage Vi,2800.0,4.0,89.0,4
743,Banashankari Stage Vi,2200.0,4.0,195.0,4
744,Banashankari Stage Vi,1160.0,2.0,59.0,2
745,Banashankari Stage Vi,1180.0,2.0,59.47,2
746,Banashankari Stage Vi,1423.0,2.0,71.73,3
747,Banashankari Stage Vi,1392.0,3.0,69.46,3
748,Banashankari Stage Vi,1410.5,2.0,70.385,3
749,Banashankari Stage Vi,4800.0,3.0,200.0,4
750,Banaswadi,1184.0,2.0,53.0,2
751,Banaswadi,1145.0,2.0,55.0,2
752,Banaswadi,1250.0,2.0,60.0,2
753,Banaswadi,1365.0,2.0,73.0,2
754,Banaswadi,1903.0,6.0,140.0,5
755,Banaswadi,1222.0,2.0,80.0,2
756,Banaswadi,870.0,2.0,38.0,2
757,Banaswadi,1200.0,2.0,60.0,2
759,Banaswadi,527.0,1.0,35.0,1
760,Banaswadi,1340.0,2.0,73.0,2
761,Banaswadi,1008.0,2.0,52.0,2
762,Banaswadi,1105.0,2.0,57.0,2
763,Banjara Layout,1200.0,2.0,70.0,2
764,Banjara Layout,1050.0,2.0,64.8,2
765,Banjara Layout,753.0,3.0,59.5,2
766,Banjara Layout,2500.0,4.0,140.0,3
767,Bannerghatta,3012.0,6.0,250.0,4
768,Bannerghatta,1665.0,3.0,110.0,3
769,Bannerghatta,2370.0,4.0,195.0,3
770,Bannerghatta,1100.0,2.0,66.0,2
771,Bannerghatta,1113.0,2.0,70.0,2
772,Bannerghatta,1200.0,2.0,73.2,2
773,Bannerghatta,1070.0,2.0,87.0,2
774,Bannerghatta,1776.0,3.0,124.0,3
775,Bannerghatta,1776.0,3.0,150.0,3
776,Bannerghatta Road,500.0,1.0,18.5,1
777,Bannerghatta Road,1050.0,2.0,65.0,2
778,Bannerghatta Road,1170.0,2.0,66.0,3
779,Bannerghatta Road,595.0,1.0,33.32,1
780,Bannerghatta Road,1445.0,3.0,95.0,3
781,Bannerghatta Road,1640.0,2.0,120.0,3
783,Bannerghatta Road,1460.0,2.0,90.0,3
785,Bannerghatta Road,1179.0,2.0,66.02,2
786,Bannerghatta Road,1122.5,2.0,58.935,2
787,Bannerghatta Road,793.0,2.0,45.0,2
789,Bannerghatta Road,1400.0,2.0,78.0,2
792,Bannerghatta Road,1654.0,3.0,100.0,3
795,Bannerghatta Road,1200.0,2.0,75.0,2
797,Bannerghatta Road,595.0,1.0,31.83,1
799,Bannerghatta Road,1255.0,2.0,65.26,2
801,Bannerghatta Road,1550.0,3.0,82.0,3
803,Bannerghatta Road,1650.0,3.0,122.0,3
804,Bannerghatta Road,912.0,2.0,55.0,2
805,Bannerghatta Road,1218.0,2.0,73.0,2
807,Bannerghatta Road,1115.0,2.0,65.12,2
809,Bannerghatta Road,1893.0,3.0,100.0,3
810,Bannerghatta Road,1600.0,3.0,95.0,3
811,Bannerghatta Road,1275.0,2.0,65.0,2
814,Bannerghatta Road,1260.0,2.0,70.0,2
817,Bannerghatta Road,1150.0,2.0,65.0,2
821,Bannerghatta Road,1725.0,3.0,110.0,3
822,Bannerghatta Road,1850.0,6.0,150.0,6
825,Bannerghatta Road,1220.0,2.0,80.0,2
826,Bannerghatta Road,1130.0,2.0,78.0,2
828,Bannerghatta Road,1486.0,3.0,83.22,3
831,Bannerghatta Road,1115.0,2.0,61.0,2
833,Bannerghatta Road,2700.0,4.0,260.0,4
834,Bannerghatta Road,1200.0,2.0,69.0,3
835,Bannerghatta Road,1465.0,2.0,76.0,3
836,Bannerghatta Road,1302.5,2.0,67.73,2
837,Bannerghatta Road,1200.0,2.0,65.0,2
838,Bannerghatta Road,1240.0,2.0,65.0,2
839,Bannerghatta Road,1476.0,3.0,125.0,3
841,Bannerghatta Road,1532.5,3.0,84.29,3
843,Bannerghatta Road,1268.0,2.0,69.0,2
844,Bannerghatta Road,1450.0,2.0,87.0,3
845,Bannerghatta Road,2932.0,5.0,195.0,4
848,Bannerghatta Road,960.0,2.0,58.0,2
849,Bannerghatta Road,1750.0,3.0,130.0,3
850,Bannerghatta Road,1275.0,2.0,73.0,2
852,Bannerghatta Road,1240.0,2.0,71.0,2
854,Bannerghatta Road,1215.0,2.0,68.0,2
856,Bannerghatta Road,1894.0,3.0,115.0,3
858,Bannerghatta Road,1693.0,3.0,89.0,3
861,Bannerghatta Road,630.0,1.0,35.0,1
863,Bannerghatta Road,1365.0,3.0,76.18,3
864,Bannerghatta Road,1115.0,2.0,78.0,2
865,Bannerghatta Road,1532.5,3.0,79.465,3
867,Bannerghatta Road,1655.0,3.0,90.0,3
870,Bannerghatta Road,1650.0,3.0,94.0,3
871,Bannerghatta Road,905.0,2.0,65.0,2
872,Bannerghatta Road,1000.0,2.0,50.0,2
873,Bannerghatta Road,2185.0,3.0,120.0,4
876,Bannerghatta Road,1460.0,2.0,80.0,3
877,Bannerghatta Road,1340.0,2.0,85.0,2
878,Bannerghatta Road,1711.0,3.0,125.0,3
879,Bannerghatta Road,1520.0,2.0,81.0,3
880,Bannerghatta Road,2826.0,3.0,148.0,3
885,Bannerghatta Road,1640.0,3.0,105.0,3
888,Bannerghatta Road,1527.0,3.0,115.0,3
891,Bannerghatta Road,1550.0,3.0,96.0,3
892,Bannerghatta Road,1200.0,2.0,78.0,2
893,Bannerghatta Road,1885.0,3.0,125.0,3
895,Bannerghatta Road,1450.0,2.0,78.0,3
896,Bannerghatta Road,700.0,1.0,31.2,1
899,Bannerghatta Road,905.0,2.0,58.0,2
901,Bannerghatta Road,1920.0,3.0,122.0,3
902,Bannerghatta Road,2400.0,4.0,180.0,4
905,Bannerghatta Road,1520.0,2.0,80.0,3
906,Bannerghatta Road,1270.0,2.0,73.0,3
907,Bannerghatta Road,1846.0,3.0,120.0,3
909,Bannerghatta Road,1122.5,2.0,61.74,2
910,Bannerghatta Road,1655.0,3.0,95.0,3
913,Bannerghatta Road,1215.0,2.0,65.0,2
914,Bannerghatta Road,1510.0,2.0,110.0,3
917,Bannerghatta Road,1470.0,2.0,85.0,3
919,Bannerghatta Road,970.0,2.0,57.0,2
920,Bannerghatta Road,1527.0,3.0,142.0,3
923,Basavangudi,1036.0,2.0,105.0,2
924,Basavangudi,2600.0,4.0,260.0,4
925,Basavangudi,1600.0,2.0,160.0,3
926,Basavangudi,1560.0,2.0,145.0,2
928,Basavangudi,1800.0,3.0,195.0,3
929,Basavangudi,1100.0,2.0,93.0,2
931,Basavangudi,1050.0,2.0,103.0,2
934,Basavangudi,1180.0,2.0,124.0,2
936,Basavangudi,1200.0,2.0,120.0,2
938,Basavangudi,2453.0,3.0,250.0,4
939,Basaveshwara Nagar,4500.0,5.0,415.0,5
940,Basaveshwara Nagar,1865.0,3.0,145.0,3
941,Basaveshwara Nagar,2460.0,7.0,350.0,7
942,Basaveshwara Nagar,1200.0,2.0,90.0,2
943,Basaveshwara Nagar,2400.0,4.0,310.0,5
944,Basaveshwara Nagar,1200.0,2.0,80.0,2
945,Basaveshwara Nagar,900.0,2.0,60.0,2
946,Basaveshwara Nagar,1900.0,3.0,150.0,3
947,Basaveshwara Nagar,1200.0,2.0,85.0,2
948,Basaveshwara Nagar,1200.0,2.0,70.0,2
949,Battarahalli,1200.0,2.0,65.0,2
950,Battarahalli,1779.0,3.0,89.61,3
951,Battarahalli,1300.0,2.0,50.0,2
952,Battarahalli,1945.0,3.0,97.42,3
953,Battarahalli,1777.0,3.0,100.0,3
954,Battarahalli,1135.0,2.0,43.0,2
955,Battarahalli,1276.0,2.0,45.0,2
956,Battarahalli,1880.0,3.0,94.36,3
957,Battarahalli,1071.0,2.0,62.0,2
958,Battarahalli,1165.0,2.0,43.0,2
959,Battarahalli,1636.0,2.0,82.89,2
960,Battarahalli,1779.0,3.0,90.0,3
962,Battarahalli,1090.0,2.0,38.37,2
963,Battarahalli,2082.0,3.0,104.0,3
964,Battarahalli,2024.0,3.0,103.0,3
965,Battarahalli,1097.0,2.0,49.0,2
967,Begur,1419.0,2.0,59.0,3
968,Begur,1580.0,3.0,75.0,3
969,Begur,1559.0,3.0,63.0,3
970,Begur,1445.0,2.0,47.1,3
971,Begur,1475.0,2.0,74.0,3
972,Begur,3500.0,4.0,185.0,3
973,Begur,1100.0,2.0,55.0,2
974,Begur,1306.0,2.0,65.0,2
975,Begur,1304.0,3.0,65.0,3
976,Begur,1411.0,2.0,60.0,3
977,Begur,815.0,2.0,40.0,2
978,Begur,1443.0,2.0,70.0,3
979,Begur Road,1200.0,2.0,44.0,2
980,Begur Road,1200.0,2.0,46.8,2
981,Begur Road,1160.0,2.0,44.0,2
982,Begur Road,1584.0,3.0,65.0,3
984,Begur Road,1615.0,3.0,59.76,3
985,Begur Road,1200.0,2.0,43.2,2
986,Begur Road,1160.0,2.0,44.08,2
987,Begur Road,1200.0,2.0,45.0,2
988,Begur Road,1615.0,3.0,60.0,3
989,Begur Road,1410.0,2.0,53.0,3
990,Begur Road,1200.0,2.0,37.8,2
991,Begur Road,1160.0,2.0,40.59,2
992,Begur Road,1260.0,2.0,46.62,2
993,Begur Road,1600.0,3.0,58.14,3
995,Begur Road,1160.0,2.0,36.0,2
996,Begur Road,1500.0,2.0,70.0,3
997,Begur Road,1160.0,2.0,42.0,2
998,Begur Road,1240.0,2.0,39.06,2
1000,Begur Road,1500.0,2.0,55.0,3
1001,Begur Road,1410.0,2.0,52.17,3
1003,Begur Road,1583.0,3.0,74.4,3
1004,Begur Road,1170.0,2.0,46.0,2
1005,Begur Road,1160.0,2.0,42.92,2
1008,Begur Road,1565.0,2.0,59.76,3
1011,Begur Road,1410.0,2.0,53.58,3
1013,Begur Road,1200.0,2.0,42.6,2
1015,Begur Road,1334.0,2.0,42.69,2
1016,Begur Road,1565.0,2.0,57.91,3
1017,Begur Road,1200.0,2.0,45.6,2
1018,Begur Road,1215.0,2.0,43.13,2
1019,Begur Road,1160.0,2.0,36.54,2
1021,Begur Road,1200.0,2.0,44.4,2
1023,Begur Road,1260.0,2.0,39.69,2
1024,Begur Road,2464.5,6.0,118.0,4
1027,Begur Road,952.0,2.0,42.0,2
1030,Begur Road,1200.0,2.0,42.0,2
1031,Begur Road,1240.0,2.0,45.88,2
1032,Begur Road,1200.0,3.0,50.0,3
1036,Begur Road,1100.0,2.0,42.6,2
1040,Begur Road,1215.0,2.0,43.75,2
1041,Begur Road,1200.0,2.0,44.73,2
1043,Begur Road,1410.0,2.0,54.99,3
1044,Bellandur,1767.0,3.0,103.0,3
1045,Bellandur,1205.0,2.0,66.0,2
1046,Bellandur,1250.0,2.0,76.0,2
1047,Bellandur,1000.0,2.0,50.0,2
1048,Bellandur,1281.0,2.0,74.0,2
1049,Bellandur,921.0,2.0,40.0,2
1051,Bellandur,1490.0,2.0,98.0,3
1053,Bellandur,2039.0,3.0,168.0,3
1054,Bellandur,1605.0,3.0,85.0,3
1055,Bellandur,1692.0,3.0,88.0,3
1056,Bellandur,1220.0,2.0,60.0,2
1057,Bellandur,1299.0,2.0,82.0,2
1058,Bellandur,900.0,2.0,56.0,2
1059,Bellandur,1350.0,2.0,79.0,2
1060,Bellandur,1286.0,2.0,57.0,2
1061,Bellandur,3016.0,4.0,230.0,4
1062,Bellandur,1457.0,2.0,85.0,2
1063,Bellandur,1195.0,2.0,51.0,2
1064,Bellandur,1050.0,2.0,72.0,2
1065,Bellandur,3600.0,4.0,260.0,4
1066,Bellandur,1310.0,2.0,72.0,2
1067,Bellandur,924.0,2.0,35.11,2
1068,Bellandur,1785.0,3.0,118.0,3
1069,Bellandur,1051.0,2.0,60.0,2
1071,Bellandur,1060.0,2.0,65.0,2
1072,Bellandur,1100.0,2.0,62.0,2
1073,Bellandur,1550.0,2.0,59.0,2
1076,Bellandur,1685.0,3.0,100.0,3
1077,Bellandur,982.0,2.0,55.0,2
1078,Bellandur,981.0,2.0,37.28,2
1079,Bellandur,1205.0,2.0,59.0,2
1080,Bellandur,1063.0,2.0,58.0,2
1081,Bellandur,1201.0,2.0,59.99,2
1082,Bellandur,1325.0,2.0,65.0,2
1083,Bellandur,1281.0,2.0,87.0,2
1085,Bellandur,1200.0,2.0,52.0,2
1086,Bellandur,1785.0,3.0,120.0,3
1087,Bellandur,1088.0,2.0,48.0,2
1088,Bellandur,1310.0,2.0,85.0,2
1089,Bellandur,982.0,2.0,37.28,2
1090,Bellandur,1465.0,3.0,90.0,2
1091,Bellandur,1767.0,3.0,109.0,3
1093,Bellandur,3600.0,4.0,245.0,4
1094,Bellandur,1170.0,2.0,46.79,2
1095,Bellandur,1150.0,2.0,69.44,2
1096,Bellandur,1200.0,2.0,45.0,2
1098,Bellandur,1410.0,3.0,92.0,2
1099,Bellandur,950.0,2.0,35.0,2
1100,Bellandur,1015.0,2.0,60.0,2
1102,Bellandur,1685.0,3.0,101.0,3
1103,Bellandur,1735.0,3.0,105.0,3
1104,Bellandur,1685.0,3.0,115.0,3
1105,Bellandur,1846.0,3.0,135.0,3
1106,Bellandur,1049.0,2.0,51.0,2
1108,Bellandur,1211.0,2.0,63.0,2
1109,Bellandur,1717.0,3.0,110.0,3
1111,Bellandur,1185.0,2.0,47.39,2
1112,Bellandur,1200.0,2.0,62.0,2
1116,Bellandur,1251.0,2.0,47.0,2
1118,Bellandur,960.0,2.0,48.0,2
1119,Bellandur,1690.0,2.0,116.0,3
1120,Bellandur,950.0,1.0,40.0,1
1121,Bellandur,850.0,2.0,45.0,2
1122,Bellandur,1454.0,2.0,90.0,2
1124,Bellandur,1195.0,2.0,52.0,2
1125,Bellandur,1435.0,2.0,115.0,3
1127,Bellandur,1260.0,2.0,83.5,2
1128,Bellandur,1535.0,3.0,90.0,3
1129,Bellandur,1047.0,2.0,75.0,2
1130,Bellandur,1096.0,2.0,40.0,2
1131,Bellandur,1262.0,2.0,47.0,2
1132,Beml Layout,1060.0,2.0,55.0,2
1134,Beml Layout,999.0,2.0,45.0,2
1135,Beml Layout,2400.0,4.0,225.0,5
1137,Beml Layout,1194.0,2.0,65.0,2
1138,Beml Layout,1200.0,2.0,67.0,2
1139,Beml Layout,2400.0,2.0,228.0,2
1143,Benson Town,3200.0,4.0,350.0,3
1144,Benson Town,4460.0,5.0,650.0,4
1145,Benson Town,1750.0,3.0,150.0,3
1146,Benson Town,2850.0,4.0,470.0,3
1147,Benson Town,1300.0,2.0,120.0,2
1148,Benson Town,1567.0,3.0,140.0,2
1149,Benson Town,3633.0,6.0,550.0,4
1150,Benson Town,3569.0,4.0,600.0,4
1151,Benson Town,1688.12,2.0,270.0,2
1152,Benson Town,1805.0,3.0,280.0,3
1153,Benson Town,1688.0,2.0,280.0,2
1154,Bharathi Nagar,1322.0,2.0,68.0,2
1155,Bharathi Nagar,1351.0,2.0,70.0,2
1156,Bharathi Nagar,1384.0,2.0,59.0,2
1157,Bharathi Nagar,1351.0,2.0,74.0,2
1158,Bharathi Nagar,1432.0,2.0,68.0,2
1160,Bharathi Nagar,1349.0,2.0,56.7,2
1161,Bharathi Nagar,1328.0,2.0,69.0,2
1162,Bharathi Nagar,1300.0,2.0,55.86,2
1163,Bhoganhalli,1670.0,3.0,99.0,3
1166,Bhoganhalli,1444.0,2.0,75.97,2
1167,Bhoganhalli,1447.0,2.0,75.97,2
1168,Bhoganhalli,1700.0,3.0,126.0,3
1173,Bhoganhalli,1760.0,3.0,127.0,3
1176,Bhoganhalli,1949.0,3.0,129.0,3
1177,Bhoganhalli,1760.0,3.0,128.0,3
1179,Bhoganhalli,2439.0,4.0,185.0,4
1184,Bhoganhalli,1205.0,2.0,64.47,2
1186,Bhoganhalli,2439.0,5.0,170.0,4
1188,Bhoganhalli,1205.0,2.0,68.32,2
1189,Bhoganhalli,1260.0,2.0,69.9,2
1190,Bhoganhalli,2439.0,4.0,170.0,4
1191,Bhoganhalli,1707.0,3.0,115.0,3
1193,Bhoganhalli,970.0,2.0,52.5,2
1195,Bhoganhalli,1277.0,2.0,79.89,2
1197,Bhoganhalli,1703.0,3.0,120.0,3
1199,Billekahalli,1125.0,2.0,62.0,2
1201,Billekahalli,1090.0,2.0,52.0,2
1202,Billekahalli,1112.0,2.0,62.0,2
1203,Billekahalli,2400.0,3.0,150.0,3
1204,Billekahalli,2968.0,3.0,225.0,3
1205,Billekahalli,950.0,2.0,58.11,2
1206,Billekahalli,1360.0,2.0,110.0,2
1207,Billekahalli,1125.0,2.0,65.0,2
1208,Billekahalli,950.0,2.0,56.0,2
1210,Billekahalli,1805.0,3.0,134.0,3
1211,Binny Pete,1755.0,3.0,122.0,3
1212,Binny Pete,665.0,1.0,50.75,1
1213,Binny Pete,2465.0,5.0,234.0,3
1214,Binny Pete,1245.0,2.0,86.28,2
1215,Binny Pete,660.0,1.0,54.0,1
1216,Binny Pete,665.0,1.0,46.08,1
1217,Binny Pete,660.0,1.0,62.0,1
1218,Binny Pete,1365.0,2.0,122.0,2
1219,Binny Pete,2940.0,6.0,280.0,4
1220,Binny Pete,1795.0,3.0,139.0,3
1221,Binny Pete,1740.0,3.0,150.0,3
1222,Binny Pete,1970.0,3.0,164.0,3
1223,Binny Pete,2406.0,5.0,289.0,3
1224,Binny Pete,1516.0,3.0,147.0,3
1225,Bisuvanahalli,1180.0,3.0,48.0,3
1227,Bisuvanahalli,1075.0,2.0,46.0,3
1230,Bisuvanahalli,1075.0,2.0,45.0,3
1232,Bisuvanahalli,845.0,2.0,33.0,2
1234,Bisuvanahalli,845.0,2.0,37.0,2
1237,Bisuvanahalli,845.0,2.0,29.0,2
1238,Bisuvanahalli,1075.0,2.0,47.0,3
1239,Bisuvanahalli,850.0,1.0,32.0,2
1240,Bisuvanahalli,1075.0,2.0,50.0,3
1241,Bisuvanahalli,1075.0,2.0,52.0,3
1242,Bisuvanahalli,1180.0,2.0,46.0,3
1243,Bisuvanahalli,1075.0,2.0,42.0,3
1245,Bisuvanahalli,1075.0,2.0,43.0,3
1246,Bisuvanahalli,700.0,1.0,32.0,2
1251,Bisuvanahalli,945.0,2.0,33.0,2
1252,Bisuvanahalli,845.0,2.0,30.0,2
1256,Bisuvanahalli,1080.0,2.0,45.0,3
1257,Bisuvanahalli,1180.0,2.0,55.5,3
1259,Bisuvanahalli,1075.0,2.0,48.0,3
1262,Bisuvanahalli,1075.0,2.0,44.0,3
1263,Bisuvanahalli,850.0,2.0,27.0,2
1265,Bisuvanahalli,845.0,2.0,32.0,2
1267,Bisuvanahalli,845.0,2.0,34.0,2
1268,Bommanahalli,3000.0,8.0,140.0,8
1269,Bommanahalli,520.0,1.0,19.5,1
1270,Bommanahalli,515.0,1.0,25.0,1
1271,Bommanahalli,1090.0,3.0,44.0,2
1275,Bommanahalli,1850.0,3.0,90.0,3
1276,Bommanahalli,910.0,2.0,45.0,2
1277,Bommanahalli,1050.0,2.0,46.0,2
1278,Bommanahalli,1100.0,1.0,55.0,2
1280,Bommanahalli,1350.0,2.0,72.0,2
1282,Bommanahalli,1307.0,2.0,50.0,2
1283,Bommanahalli,1091.0,2.0,40.0,2
1284,Bommanahalli,1160.0,2.0,53.0,2
1285,Bommanahalli,1050.0,2.0,54.0,2
1286,Bommasandra,1260.0,3.0,49.36,3
1287,Bommasandra,1200.0,3.0,46.0,3
1288,Bommasandra,1035.0,2.0,41.0,2
1289,Bommasandra,1035.0,2.0,41.73,2
1290,Bommasandra,1034.0,2.0,40.0,2
1291,Bommasandra,877.0,2.0,30.0,2
1292,Bommasandra,920.0,2.0,37.46,2
1293,Bommasandra,1035.0,2.0,41.43,2
1294,Bommasandra,1295.0,2.0,50.28,3
1296,Bommasandra,1015.0,2.0,40.0,2
1297,Bommasandra,1000.0,2.0,35.0,2
1298,Bommasandra,955.0,2.0,35.28,2
1299,Bommasandra,1005.0,2.0,39.77,2
1300,Bommasandra,1014.0,2.0,35.0,2
1301,Bommasandra,1020.0,2.0,40.89,2
1302,Bommasandra,920.0,2.0,37.2,2
1303,Bommasandra,800.0,1.0,32.0,2
1304,Bommasandra,1280.0,3.0,50.0,3
1305,Bommasandra,1942.0,3.0,90.0,3
1306,Bommasandra,1127.0,2.0,45.0,2
1308,Bommasandra,877.0,2.0,29.0,2
1309,Bommasandra,1365.0,3.0,52.81,3
1310,Bommasandra,842.0,2.0,30.0,2
1312,Bommasandra,1365.0,3.0,52.82,3
1313,Bommasandra,955.0,2.0,37.97,2
1314,Bommasandra,1089.0,2.0,40.0,2
1315,Bommasandra,1365.0,3.0,53.96,3
1316,Bommasandra Industrial Area,1090.0,2.0,31.48,2
1318,Bommasandra Industrial Area,1400.0,2.0,40.44,3
1319,Bommasandra Industrial Area,1320.0,2.0,38.13,3
1321,Bommasandra Industrial Area,1020.0,2.0,29.45,2
1322,Bommasandra Industrial Area,1165.0,2.0,33.64,2
1325,Bommasandra Industrial Area,1000.0,2.0,28.88,2
1327,Bommasandra Industrial Area,1160.0,2.0,33.51,2
1328,Bommasandra Industrial Area,1125.0,2.0,32.49,2
1332,Bommasandra Industrial Area,1130.0,2.0,32.64,2
1333,Bommasandra Industrial Area,1065.0,2.0,30.75,2
1334,Bommenahalli,1200.0,3.0,125.0,3
1335,Bommenahalli,1632.0,3.0,145.0,4
1336,Bommenahalli,1670.0,3.0,135.0,4
1337,Bommenahalli,1680.0,3.0,135.0,4
1338,Bommenahalli,1632.0,3.0,128.0,4
1339,Bommenahalli,3339.0,3.0,250.0,3
1340,Bommenahalli,1355.0,3.0,135.0,4
1341,Bommenahalli,1232.0,3.0,96.0,3
1342,Bommenahalli,1632.0,3.0,140.0,4
1343,Brookefield,1150.0,2.0,69.0,2
1344,Brookefield,1142.0,2.0,70.0,2
1348,Brookefield,2800.0,4.0,240.0,4
1349,Brookefield,1476.0,3.0,105.0,3
1350,Brookefield,1700.0,4.0,152.0,4
1351,Brookefield,1262.0,2.0,75.0,2
1352,Brookefield,1139.0,2.0,80.0,2
1353,Brookefield,1125.0,2.0,70.0,2
1354,Brookefield,1420.0,3.0,85.0,3
1356,Brookefield,941.0,2.0,48.0,2
1359,Brookefield,1100.0,2.0,55.0,2
1360,Brookefield,2400.0,3.0,140.0,4
1361,Brookefield,1225.0,2.0,66.5,2
1362,Brookefield,1950.0,6.0,175.0,5
1363,Brookefield,1080.0,2.0,50.0,2
1364,Brookefield,1230.0,2.0,55.0,2
1365,Brookefield,1200.0,2.0,75.0,2
1366,Brookefield,1089.0,2.0,49.0,2
1367,Brookefield,1130.0,2.0,56.0,2
1368,Brookefield,1270.0,2.0,95.0,2
1369,Brookefield,1706.0,3.0,115.0,3
1370,Brookefield,1389.0,2.0,94.0,2
1372,Brookefield,1225.0,2.0,72.0,2
1374,Brookefield,1746.0,3.0,115.0,3
1376,Brookefield,1560.0,3.0,149.0,4
1378,Brookefield,1382.0,2.0,84.5,2
1379,Brookefield,1260.0,2.0,70.0,2
1380,Brookefield,1206.0,2.0,90.0,2
1382,Brookefield,1594.0,3.0,140.0,3
1383,Btm 2Nd Stage,1260.0,5.0,185.0,3
1384,Btm 2Nd Stage,950.0,2.0,52.0,2
1385,Btm 2Nd Stage,1850.0,3.0,170.0,3
1386,Btm 2Nd Stage,1200.0,2.0,80.0,2
1387,Btm 2Nd Stage,1274.0,2.0,70.0,2
1389,Btm 2Nd Stage,1070.0,2.0,48.0,2
1390,Btm 2Nd Stage,1280.0,2.0,80.0,2
1391,Btm 2Nd Stage,1100.0,2.0,70.0,2
1392,Btm 2Nd Stage,1000.0,2.0,58.0,2
1393,Btm 2Nd Stage,2990.0,5.0,416.0,5
1394,Btm 2Nd Stage,1265.0,2.0,55.0,2
1395,Btm 2Nd Stage,2200.0,3.0,220.0,3
1396,Btm 2Nd Stage,2780.0,4.0,325.0,3
1397,Btm 2Nd Stage,2400.0,2.0,360.0,3
1398,Btm 2Nd Stage,965.0,2.0,56.0,2
1399,Btm 2Nd Stage,1147.0,2.0,75.0,2
1400,Btm 2Nd Stage,1750.0,3.0,172.0,3
1401,Btm 2Nd Stage,1400.0,2.0,90.0,2
1402,Btm 2Nd Stage,1200.0,2.0,70.0,2
1403,Btm 2Nd Stage,1100.0,2.0,47.0,2
1404,Btm 2Nd Stage,930.0,2.0,46.0,2
1406,Btm 2Nd Stage,2500.0,3.0,345.0,3
1407,Btm Layout,1150.0,2.0,63.0,2
1408,Btm Layout,3300.0,6.0,165.0,6
1409,Btm Layout,1450.0,2.0,81.0,3
1410,Btm Layout,1776.0,2.0,75.0,3
1411,Btm Layout,1458.0,3.0,79.0,3
1412,Btm Layout,935.0,2.0,51.5,2
1413,Btm Layout,1020.0,2.0,46.5,2
1414,Btm Layout,1600.0,3.0,112.0,3
1415,Btm Layout,1300.0,2.0,75.0,3
1416,Btm Layout,1540.0,2.0,78.0,3
1417,Btm Layout,450.0,1.0,20.0,1
1418,Btm Layout,1196.0,2.0,56.81,2
